,reward,mailer_type,income_level,n_bank_accounts_open,overdraft_protection,credit_rating,n_credit_cards_held,n_homes_owned,household_size,own_your_home,average_balance,q1_balance,q2_balance,q3_balance,q4_balance,offer_accepted
17115,Points,Postcard,High,2,No,High,2,1,2,No,1154.75,351.0,1353.0,1855.0,1060.0,No
5592,Points,Postcard,High,1,No,High,1,1,3,Yes,1005.0,1504.0,1290.0,914.0,312.0,No
5412,Cash Back,Postcard,Medium,1,No,Low,2,1,3,No,194.0,52.0,383.0,174.0,167.0,No
7708,Points,Postcard,Low,2,No,Low,3,1,4,Yes,1189.75,420.0,825.0,1545.0,1969.0,No
4130,Points,Postcard,High,2,No,Low,2,1,3,Yes,746.0,593.0,830.0,876.0,685.0,No
1480,Cash Back,Letter,Medium,2,Yes,Low,2,1,4,Yes,1200.25,935.0,977.0,1247.0,1642.0,No
9715,Air Miles,Postcard,High,1,No,Low,2,2,3,Yes,1241.0,301.0,1220.0,1750.0,1693.0,No
12178,Air Miles,Letter,Medium,2,No,High,2,2,3,Yes,1115.25,424.0,1558.0,1480.0,999.0,No
6903,Cash Back,Letter,Medium,2,No,High,1,2,5,Yes,1104.0,1657.0,1420.0,883.0,456.0,No
15577,Cash Back,Postcard,Low,1,No,Low,2,1,3,Yes,1062.0,1368.0,1579.0,592.0,709.0,No
12487,Air Miles,Postcard,Medium,2,No,High,1,2,4,Yes,1220.75,846.0,851.0,1065.0,2121.0,No
17403,Points,Postcard,Medium,1,Yes,High,1,1,3,No,980.25,936.0,824.0,1258.0,903.0,No
4803,Points,Letter,Low,2,No,Low,2,1,2,Yes,988.0,1842.0,1284.0,654.0,172.0,No
14477,Air Miles,Postcard,High,1,Yes,Low,2,1,5,Yes,957.25,1941.0,1003.0,699.0,186.0,No
12455,Points,Postcard,Low,1,No,Low,3,1,1,Yes,218.5,401.0,202.0,238.0,33.0,No
16297,Points,Postcard,High,1,Yes,Medium,2,1,6,Yes,944.75,1584.0,1089.0,899.0,207.0,No
5294,Air Miles,Postcard,Medium,1,Yes,High,2,1,5,Yes,1065.5,936.0,633.0,1306.0,1387.0,No
2257,Cash Back,Postcard,Medium,2,No,Medium,1,1,4,Yes,196.25,305.0,219.0,11.0,250.0,No
13958,Cash Back,Postcard,High,1,Yes,High,1,1,3,Yes,1097.5,148.0,1586.0,1170.0,1486.0,No
13381,Points,Letter,Low,1,No,Medium,1,1,5,Yes,1186.0,846.0,1095.0,1692.0,1111.0,No
779,Points,Letter,Medium,1,No,Medium,1,2,5,Yes,1157.0,730.0,1424.0,2015.0,459.0,No
3867,Cash Back,Letter,High,1,No,High,3,1,3,Yes,1726.75,1586.0,1500.0,1917.0,1904.0,No
3773,Points,Letter,Medium,1,No,Medium,2,1,5,Yes,871.75,1796.0,1064.0,517.0,110.0,No
4895,Points,Letter,High,2,No,Medium,2,1,5,No,757.0,652.0,708.0,824.0,844.0,No
11142,Air Miles,Letter,High,1,No,Medium,1,1,2,Yes,1232.25,1591.0,1780.0,1128.0,430.0,No
470,Points,Postcard,Medium,1,No,High,3,1,5,No,956.25,1514.0,1283.0,617.0,411.0,No
10614,Points,Postcard,Medium,1,No,High,1,1,3,Yes,1071.25,795.0,748.0,889.0,1853.0,No
14133,Air Miles,Letter,Low,2,No,High,2,2,2,Yes,999.75,1710.0,1218.0,938.0,133.0,No
9576,Points,Letter,Low,1,No,Medium,1,1,4,Yes,982.75,456.0,1648.0,1391.0,436.0,No
3732,Air Miles,Letter,Medium,1,No,Medium,4,1,3,No,669.0,699.0,617.0,700.0,660.0,No
17615,Points,Letter,Medium,1,No,Medium,2,1,4,Yes,1110.25,90.0,1663.0,1592.0,1096.0,No
1887,Air Miles,Postcard,High,1,No,Medium,2,1,5,No,1097.5,441.0,1654.0,1738.0,557.0,No
940,Air Miles,Postcard,Low,1,No,High,3,1,3,Yes,1142.25,1869.0,1501.0,1052.0,147.0,No
9235,Air Miles,Postcard,Medium,1,No,Low,2,1,5,No,1214.25,382.0,1256.0,1426.0,1793.0,No
17075,Cash Back,Letter,Medium,1,No,Low,1,1,2,Yes,856.5,281.0,447.0,1936.0,762.0,No
16424,Cash Back,Postcard,High,1,No,High,3,2,3,Yes,1026.25,2127.0,1033.0,546.0,399.0,No
10329,Cash Back,Letter,High,1,No,Medium,1,1,4,No,1101.75,1880.0,1384.0,836.0,307.0,No
1205,Points,Postcard,Medium,1,No,Medium,2,1,2,Yes,1537.5,1412.0,1069.0,2272.0,1397.0,No
17972,Points,Postcard,Medium,1,No,Medium,2,1,2,Yes,679.25,526.0,661.0,611.0,919.0,No
10243,Cash Back,Postcard,High,1,No,Low,3,1,2,No,1005.5,1736.0,1033.0,997.0,256.0,No
2239,Points,Letter,High,2,No,High,1,1,4,Yes,912.5,1531.0,1172.0,634.0,313.0,No
6698,Cash Back,Postcard,Medium,1,No,Medium,2,1,2,Yes,223.75,422.0,23.0,250.0,200.0,No
2668,Cash Back,Letter,High,1,Yes,Medium,2,1,3,Yes,745.25,687.0,724.0,665.0,905.0,No
1511,Points,Postcard,Medium,1,No,Medium,1,2,3,Yes,1441.25,864.0,1513.0,2022.0,1366.0,No
13886,Points,Postcard,Medium,1,No,Low,1,1,3,Yes,949.5,419.0,1676.0,823.0,880.0,No
13706,Points,Letter,Low,2,No,Low,3,1,4,Yes,1172.25,617.0,1481.0,1440.0,1151.0,No
1536,Air Miles,Postcard,Medium,1,Yes,High,2,1,4,Yes,965.5,1811.0,1187.0,773.0,91.0,No
10367,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,969.5,1727.0,1432.0,561.0,158.0,No
3786,Cash Back,Postcard,Medium,3,No,Low,1,1,6,No,697.25,709.0,895.0,683.0,502.0,No
248,Air Miles,Letter,Medium,1,No,Low,4,2,4,No,1144.5,954.0,1752.0,803.0,1069.0,No
2791,Air Miles,Postcard,Low,1,Yes,Low,1,1,5,Yes,290.25,233.0,249.0,222.0,457.0,No
1564,Points,Letter,Medium,2,Yes,Medium,3,1,4,No,1022.5,1869.0,1417.0,745.0,59.0,No
7184,Points,Letter,Low,1,Yes,Medium,1,2,5,Yes,1025.75,502.0,1014.0,1282.0,1305.0,No
2488,Cash Back,Letter,High,1,No,Low,2,1,2,Yes,1058.75,1902.0,1355.0,823.0,155.0,No
464,Cash Back,Letter,Medium,1,No,Medium,3,1,3,Yes,1054.25,235.0,551.0,1605.0,1826.0,No
5975,Cash Back,Postcard,Medium,1,No,Medium,1,1,4,Yes,1088.5,218.0,1709.0,1662.0,765.0,No
9401,Cash Back,Letter,Medium,2,No,Medium,3,1,4,No,964.5,123.0,1476.0,1416.0,843.0,No
6950,Air Miles,Postcard,Low,1,No,Medium,3,1,3,Yes,736.25,815.0,659.0,776.0,695.0,No
11418,Points,Letter,Low,1,No,Medium,1,1,3,Yes,241.25,283.0,431.0,181.0,70.0,No
13130,Points,Postcard,Medium,1,No,High,2,1,2,No,758.0,949.0,632.0,854.0,597.0,No
6933,Air Miles,Postcard,Medium,1,No,Low,2,1,2,Yes,1001.5,232.0,847.0,1964.0,963.0,No
12458,Air Miles,Letter,Medium,2,No,High,2,2,3,Yes,934.5,100.0,767.0,1029.0,1842.0,No
2223,Points,Letter,Medium,2,No,Medium,1,1,3,No,1046.25,303.0,1363.0,1126.0,1393.0,Yes
7439,Points,Letter,High,1,Yes,High,1,1,4,Yes,1005.25,1440.0,964.0,1385.0,232.0,No
11787,Air Miles,Letter,High,2,No,Low,2,1,5,No,746.75,845.0,576.0,881.0,685.0,No
4903,Cash Back,Postcard,Low,1,No,High,2,1,5,Yes,1221.75,974.0,629.0,1245.0,2039.0,No
9409,Points,Letter,Low,1,No,Medium,2,1,2,Yes,1036.0,1128.0,550.0,1947.0,519.0,No
12840,Cash Back,Postcard,Medium,1,No,High,1,1,2,No,155.25,75.0,54.0,436.0,56.0,No
2788,Cash Back,Postcard,Medium,1,No,High,2,1,3,Yes,1035.25,613.0,1286.0,1417.0,825.0,No
14382,Cash Back,Letter,High,1,No,High,2,1,3,Yes,990.25,1634.0,828.0,704.0,795.0,No
11413,Cash Back,Postcard,Medium,2,No,High,2,1,2,Yes,1183.5,897.0,1878.0,1308.0,651.0,No
13542,Cash Back,Postcard,Medium,1,Yes,Low,1,1,3,No,235.5,180.0,259.0,14.0,489.0,No
14126,Points,Letter,Low,1,Yes,Medium,3,1,3,Yes,209.75,11.0,494.0,250.0,84.0,No
2164,Air Miles,Letter,Low,2,No,Low,4,1,2,Yes,1322.5,940.0,1263.0,1492.0,1595.0,No
14569,Points,Postcard,Medium,1,Yes,Medium,2,1,2,Yes,662.5,641.0,713.0,638.0,658.0,No
16328,Points,Postcard,Medium,1,No,Low,2,1,5,No,1169.0,1416.0,789.0,915.0,1556.0,Yes
6019,Cash Back,Letter,Low,1,No,High,1,1,3,No,1056.75,1629.0,1470.0,835.0,293.0,No
10718,Cash Back,Postcard,Medium,1,Yes,High,2,1,4,Yes,1229.0,139.0,1627.0,1864.0,1286.0,No
12980,Air Miles,Postcard,Medium,1,No,High,1,2,4,Yes,1035.75,731.0,784.0,1247.0,1381.0,No
4943,Air Miles,Postcard,Low,1,Yes,Low,1,1,4,Yes,1285.5,2143.0,1592.0,797.0,610.0,Yes
1292,Air Miles,Postcard,High,1,No,High,1,1,2,Yes,199.0,183.0,360.0,133.0,120.0,No
16463,Air Miles,Postcard,Low,1,Yes,High,2,2,2,Yes,1003.25,1388.0,1618.0,429.0,578.0,No
545,Air Miles,Letter,Low,1,No,Medium,3,1,3,Yes,330.25,462.0,414.0,48.0,397.0,No
16168,Points,Letter,Medium,1,No,Low,1,1,3,Yes,266.0,138.0,331.0,343.0,252.0,Yes
10674,Points,Letter,Medium,1,No,Low,2,1,2,Yes,1033.25,1295.0,882.0,1076.0,880.0,No
9580,Points,Postcard,High,1,No,Low,3,1,5,No,948.75,2022.0,919.0,669.0,185.0,No
13087,Points,Postcard,Medium,2,Yes,High,1,1,2,Yes,203.25,287.0,97.0,396.0,33.0,No
10179,Points,Letter,High,2,No,Low,2,1,4,Yes,268.5,182.0,419.0,282.0,191.0,No
8072,Cash Back,Postcard,Medium,1,No,High,2,1,4,Yes,241.5,467.0,93.0,58.0,348.0,No
5465,Air Miles,Postcard,High,1,No,Medium,1,1,5,Yes,1091.75,857.0,1195.0,891.0,1424.0,No
17364,Cash Back,Postcard,Medium,2,No,Medium,3,1,3,No,1301.25,407.0,1717.0,2166.0,915.0,No
435,Cash Back,Letter,Medium,1,No,High,2,1,4,Yes,1005.25,1612.0,1086.0,912.0,411.0,No
1550,Cash Back,Postcard,High,2,No,High,3,1,3,No,1092.25,1473.0,793.0,1507.0,596.0,No
10299,Cash Back,Letter,Medium,2,No,Medium,3,1,4,No,881.25,990.0,956.0,795.0,784.0,No
11498,Points,Letter,Low,1,Yes,Medium,2,2,2,Yes,1010.75,1813.0,1144.0,880.0,206.0,No
13964,Cash Back,Letter,High,2,No,High,1,1,3,Yes,1083.25,180.0,1515.0,1420.0,1218.0,No
12078,Cash Back,Letter,Medium,1,No,Medium,2,1,2,Yes,949.0,555.0,637.0,1215.0,1389.0,No
5305,Points,Letter,Medium,1,Yes,High,3,1,6,Yes,669.0,531.0,809.0,809.0,527.0,No
12035,Points,Postcard,Medium,1,No,Low,2,1,5,Yes,715.0,529.0,516.0,1163.0,652.0,No
8047,Cash Back,Postcard,Medium,2,No,Medium,2,1,5,No,168.75,155.0,435.0,57.0,28.0,No
2503,Cash Back,Postcard,Low,1,No,Medium,1,1,4,No,1076.5,1983.0,1030.0,795.0,498.0,No
11838,Air Miles,Postcard,High,1,Yes,Medium,2,1,5,No,1126.5,540.0,927.0,857.0,2182.0,No
1969,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,710.25,583.0,663.0,969.0,626.0,Yes
11215,Points,Postcard,Low,1,No,Medium,3,1,3,Yes,687.0,823.0,520.0,789.0,616.0,No
6589,Cash Back,Postcard,Medium,1,Yes,Medium,1,2,3,Yes,687.75,624.0,709.0,697.0,721.0,No
1316,Air Miles,Letter,Low,1,No,Medium,1,1,3,No,738.25,429.0,524.0,1262.0,738.0,No
6804,Air Miles,Letter,Medium,1,No,Low,1,1,4,Yes,867.75,806.0,929.0,987.0,749.0,Yes
16375,Air Miles,Letter,High,1,No,High,1,1,4,Yes,1002.5,1954.0,1280.0,672.0,104.0,No
5221,Air Miles,Letter,Medium,1,No,High,2,1,2,Yes,1196.25,1744.0,1544.0,1164.0,333.0,No
4689,Cash Back,Postcard,High,2,No,High,4,1,4,No,1085.0,1769.0,1336.0,942.0,293.0,No
14118,Air Miles,Letter,Low,1,No,Low,2,1,4,Yes,1191.25,1532.0,1305.0,1009.0,919.0,No
5014,Cash Back,Postcard,High,2,Yes,Low,2,3,2,Yes,1159.25,1487.0,1438.0,1362.0,350.0,No
17236,Air Miles,Letter,Low,2,No,Medium,1,1,6,No,273.75,112.0,180.0,472.0,331.0,No
9951,Air Miles,Postcard,High,1,No,Medium,1,1,3,No,1181.0,1643.0,1208.0,1344.0,529.0,No
3422,Points,Postcard,High,1,No,Low,2,1,3,No,1027.75,836.0,1134.0,1554.0,587.0,No
5727,Points,Postcard,Medium,1,No,High,2,1,4,Yes,1813.25,1861.0,1917.0,1811.0,1664.0,No
11227,Cash Back,Postcard,High,1,No,Medium,3,1,4,Yes,1175.25,8.0,1280.0,2019.0,1394.0,Yes
4540,Air Miles,Postcard,High,2,No,Low,1,1,3,No,999.5,2112.0,1285.0,410.0,191.0,No
15814,Points,Postcard,Low,1,Yes,Medium,2,1,1,Yes,1390.5,485.0,1753.0,1635.0,1689.0,No
8092,Air Miles,Postcard,High,3,No,Low,2,1,4,No,174.25,60.0,225.0,293.0,119.0,No
17347,Air Miles,Postcard,Medium,1,No,Low,1,1,6,Yes,747.25,576.0,774.0,986.0,653.0,No
1527,Air Miles,Letter,Medium,1,No,High,2,1,3,Yes,835.25,1650.0,1068.0,561.0,62.0,No
14067,Air Miles,Letter,Low,1,No,High,3,2,5,No,697.25,532.0,856.0,760.0,641.0,No
13148,Cash Back,Letter,Medium,2,No,High,2,1,2,No,1667.25,1544.0,1599.0,1824.0,1702.0,No
733,Points,Postcard,Medium,2,No,Medium,1,1,2,Yes,865.25,977.0,493.0,1394.0,597.0,No
12888,Points,Letter,Low,1,No,Medium,2,1,2,No,1541.0,358.0,1773.0,2282.0,1751.0,No
4015,Air Miles,Postcard,Medium,1,No,Medium,3,1,1,Yes,1210.0,863.0,1084.0,1503.0,1390.0,No
10253,Points,Postcard,Medium,2,No,High,1,1,4,Yes,1109.75,674.0,1649.0,1689.0,427.0,No
13952,Air Miles,Letter,Medium,3,No,Medium,2,1,3,Yes,832.0,940.0,870.0,761.0,757.0,No
8337,Cash Back,Letter,Medium,2,No,High,2,1,3,No,654.75,937.0,570.0,582.0,530.0,No
8507,Air Miles,Postcard,High,1,Yes,High,1,1,3,Yes,901.75,187.0,1061.0,1349.0,1010.0,No
15476,Cash Back,Letter,Medium,3,No,Medium,1,1,4,Yes,1249.25,929.0,1345.0,1966.0,757.0,No
7465,Cash Back,Letter,Low,2,Yes,High,1,2,4,No,1125.0,927.0,845.0,1366.0,1362.0,No
9173,Points,Postcard,Medium,1,No,Medium,2,1,5,Yes,1037.0,1824.0,1167.0,962.0,195.0,No
806,Points,Letter,Medium,1,No,Medium,4,2,6,No,956.0,507.0,510.0,903.0,1904.0,No
10275,Points,Letter,Medium,1,No,High,2,1,3,No,1101.75,1510.0,1654.0,1118.0,125.0,No
10093,Points,Postcard,Low,1,No,High,1,1,4,Yes,231.75,185.0,226.0,421.0,95.0,No
7394,Cash Back,Postcard,Low,1,No,High,3,1,4,Yes,1027.25,565.0,1520.0,1189.0,835.0,No
16975,Air Miles,Letter,High,1,No,Low,1,2,4,No,1139.0,1460.0,1038.0,1014.0,1044.0,No
12335,Cash Back,Letter,High,2,No,Low,2,1,4,Yes,1375.5,503.0,1440.0,1851.0,1708.0,No
406,Air Miles,Postcard,Medium,1,No,Medium,1,1,4,Yes,1097.0,152.0,849.0,2168.0,1219.0,No
11601,Air Miles,Postcard,Medium,1,No,Low,2,1,4,No,1319.25,1065.0,1618.0,1348.0,1246.0,No
15153,Cash Back,Postcard,High,2,No,Medium,2,1,3,Yes,967.0,550.0,696.0,1407.0,1215.0,No
17600,Points,Letter,High,2,No,Low,1,1,3,Yes,684.75,545.0,896.0,660.0,638.0,No
8882,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,148.5,74.0,78.0,303.0,139.0,No
11735,Points,Letter,Medium,1,No,Low,2,2,4,No,727.0,785.0,811.0,635.0,677.0,No
11950,Air Miles,Letter,Medium,1,No,Medium,2,1,5,Yes,868.5,1686.0,1226.0,537.0,25.0,No
13818,Cash Back,Postcard,Low,1,No,Low,1,1,4,No,946.0,1580.0,1348.0,633.0,223.0,No
14135,Cash Back,Letter,Low,1,No,Low,3,1,4,No,1272.0,1462.0,1785.0,1013.0,828.0,Yes
17623,Points,Postcard,High,1,No,Low,1,1,4,Yes,905.5,1557.0,1206.0,564.0,295.0,No
9648,Air Miles,Letter,Low,1,No,Medium,3,2,5,Yes,971.5,1504.0,1443.0,621.0,318.0,No
14107,Air Miles,Letter,Medium,1,No,Medium,1,1,4,Yes,1131.25,298.0,1070.0,1425.0,1732.0,No
10133,Points,Postcard,Medium,1,Yes,High,1,1,2,No,117.75,189.0,60.0,4.0,218.0,No
15218,Air Miles,Postcard,Low,3,No,Medium,3,1,3,No,930.75,1793.0,1076.0,786.0,68.0,No
13982,Cash Back,Letter,Medium,2,No,High,2,1,4,No,264.0,297.0,178.0,319.0,262.0,No
7385,Points,Letter,Medium,1,No,Low,2,1,4,No,1220.0,912.0,1465.0,1887.0,616.0,No
17346,Points,Letter,Medium,2,No,High,1,1,3,No,1023.5,287.0,529.0,1525.0,1753.0,No
890,Points,Postcard,Low,1,No,High,1,1,4,Yes,1154.5,1897.0,1428.0,804.0,489.0,No
4205,Air Miles,Postcard,Medium,1,No,High,1,1,4,Yes,1208.25,797.0,590.0,1679.0,1767.0,No
4249,Air Miles,Postcard,High,2,No,Low,2,1,3,Yes,1153.75,685.0,1292.0,2228.0,410.0,No
10643,Air Miles,Letter,Medium,1,No,Low,1,1,4,Yes,1041.75,1728.0,1214.0,726.0,499.0,Yes
15539,Cash Back,Postcard,High,1,No,Low,1,1,3,No,1035.75,1934.0,1237.0,736.0,236.0,No
128,Air Miles,Postcard,High,1,No,High,1,1,3,No,836.5,941.0,618.0,886.0,901.0,No
1933,Cash Back,Letter,Medium,1,No,High,1,1,3,No,666.0,548.0,682.0,542.0,892.0,No
3859,Air Miles,Letter,High,1,Yes,Medium,1,1,3,Yes,1530.25,669.0,1872.0,2270.0,1310.0,No
1680,Air Miles,Letter,High,2,No,Medium,2,1,3,No,1145.0,497.0,1728.0,1541.0,814.0,No
8447,Cash Back,Postcard,High,1,No,High,1,1,2,Yes,1238.0,977.0,1605.0,1711.0,659.0,No
14148,Points,Postcard,Medium,1,No,High,2,1,4,Yes,1231.25,907.0,496.0,1386.0,2136.0,No
6902,Cash Back,Letter,Medium,3,Yes,High,4,1,5,Yes,280.25,352.0,203.0,303.0,263.0,No
4061,Cash Back,Postcard,Medium,1,No,Medium,1,1,4,No,170.75,160.0,107.0,107.0,309.0,No
13019,Points,Postcard,Low,1,No,Low,2,1,3,Yes,937.5,253.0,927.0,2041.0,529.0,No
6390,Cash Back,Postcard,Medium,1,No,Medium,3,1,3,Yes,788.0,917.0,773.0,672.0,790.0,No
312,Air Miles,Postcard,Medium,1,Yes,Medium,3,1,2,Yes,944.5,873.0,656.0,1350.0,899.0,Yes
6751,Points,Letter,Medium,1,No,Low,4,1,1,Yes,1123.0,560.0,748.0,1250.0,1934.0,No
10420,Cash Back,Postcard,Low,2,No,Low,1,1,4,No,1379.25,865.0,1455.0,1865.0,1332.0,No
17404,Points,Postcard,Medium,2,No,Low,2,1,3,No,1191.75,2045.0,825.0,1279.0,618.0,No
12652,Cash Back,Postcard,High,1,Yes,Low,2,2,5,No,1724.0,1568.0,1764.0,1869.0,1695.0,No
15142,Points,Postcard,High,1,No,High,2,1,2,Yes,891.25,1521.0,1165.0,759.0,120.0,No
10813,Cash Back,Letter,Medium,2,No,Medium,1,1,2,Yes,1371.25,741.0,1623.0,1234.0,1887.0,No
13524,Air Miles,Postcard,High,2,No,High,3,1,3,Yes,717.5,678.0,738.0,787.0,667.0,No
13724,Cash Back,Letter,Medium,1,No,High,3,1,1,No,319.5,239.0,401.0,383.0,255.0,No
9498,Points,Postcard,Medium,1,No,Low,3,1,2,No,292.0,389.0,469.0,1.0,309.0,No
9722,Air Miles,Letter,High,2,No,Medium,1,1,6,Yes,1069.0,1409.0,814.0,1317.0,736.0,No
724,Cash Back,Postcard,Medium,1,No,High,2,1,5,No,1542.0,1113.0,1354.0,2127.0,1574.0,No
7282,Points,Postcard,Medium,2,Yes,High,3,1,4,No,237.25,305.0,67.0,296.0,281.0,No
1701,Cash Back,Postcard,Low,3,No,High,2,1,3,Yes,97.5,70.0,213.0,26.0,81.0,No
8718,Cash Back,Letter,Low,1,No,High,2,1,2,Yes,1117.5,1501.0,1038.0,1389.0,542.0,No
16530,Cash Back,Postcard,Low,2,Yes,High,1,2,4,No,1221.75,665.0,1182.0,1697.0,1343.0,No
11770,Air Miles,Postcard,Medium,2,No,Medium,1,1,1,Yes,686.25,601.0,619.0,687.0,838.0,Yes
13957,Cash Back,Letter,High,1,No,High,1,1,3,Yes,1090.25,806.0,549.0,1840.0,1166.0,No
199,Points,Postcard,High,1,No,Low,1,1,4,Yes,1419.5,738.0,1298.0,2090.0,1552.0,No
12775,Air Miles,Letter,Low,1,No,High,2,1,3,No,1044.5,591.0,1195.0,1894.0,498.0,No
15810,Points,Letter,High,3,Yes,Medium,2,1,3,Yes,184.0,179.0,70.0,34.0,453.0,No
17854,Cash Back,Letter,Medium,1,No,Low,2,1,3,Yes,1191.75,1937.0,1005.0,919.0,906.0,No
3072,Air Miles,Letter,Low,1,No,Medium,1,1,4,No,1055.5,1931.0,1156.0,749.0,386.0,No
14301,Air Miles,Letter,Medium,2,No,High,2,1,4,Yes,124.75,314.0,73.0,52.0,60.0,No
5495,Air Miles,Letter,High,1,No,Low,2,1,3,Yes,208.5,48.0,99.0,291.0,396.0,No
13902,Air Miles,Letter,High,1,No,Low,2,1,4,Yes,1257.25,957.0,1196.0,1595.0,1281.0,No
14802,Air Miles,Letter,High,2,No,High,3,1,4,No,1126.75,528.0,1069.0,1718.0,1192.0,No
13887,Points,Letter,Low,1,Yes,High,1,2,2,No,358.25,466.0,456.0,385.0,126.0,No
16466,Air Miles,Postcard,Low,1,No,Low,2,1,3,Yes,214.75,35.0,218.0,443.0,163.0,No
12821,Cash Back,Postcard,Low,1,No,High,4,1,5,Yes,190.75,198.0,373.0,47.0,145.0,No
506,Cash Back,Letter,Medium,1,Yes,High,1,2,4,Yes,444.75,303.0,495.0,494.0,487.0,No
13195,Cash Back,Letter,Medium,2,No,Low,1,1,4,Yes,840.25,566.0,503.0,920.0,1372.0,No
11134,Air Miles,Letter,High,1,No,Medium,1,1,3,No,980.25,2154.0,877.0,737.0,153.0,No
4586,Points,Postcard,Medium,1,No,Medium,2,1,1,Yes,945.5,1615.0,1251.0,898.0,18.0,No
2712,Points,Letter,Medium,1,No,Low,2,1,5,No,268.0,61.0,287.0,295.0,429.0,No
8172,Points,Postcard,Low,1,Yes,High,2,1,4,No,1201.0,306.0,975.0,1423.0,2100.0,No
13727,Air Miles,Letter,Medium,1,Yes,High,3,1,5,Yes,955.25,1648.0,1020.0,427.0,726.0,No
1095,Points,Letter,Medium,1,No,Medium,2,1,3,Yes,1118.0,631.0,649.0,1699.0,1493.0,No
8028,Air Miles,Postcard,High,1,No,High,3,1,2,Yes,804.75,918.0,911.0,588.0,802.0,No
8350,Points,Letter,Medium,1,Yes,Medium,2,2,3,Yes,1126.0,423.0,1379.0,2051.0,651.0,No
333,Cash Back,Letter,Medium,1,No,Low,2,1,3,Yes,967.75,1503.0,1148.0,896.0,324.0,No
13945,Air Miles,Letter,Low,2,No,Low,3,1,1,Yes,1124.25,653.0,918.0,1396.0,1530.0,No
5016,Air Miles,Letter,High,2,No,Medium,1,1,3,Yes,283.25,239.0,371.0,184.0,339.0,No
13158,Points,Letter,Low,2,No,Medium,1,1,4,Yes,1076.5,833.0,623.0,1542.0,1308.0,No
17467,Cash Back,Postcard,Medium,1,No,High,3,1,4,No,291.25,349.0,462.0,154.0,200.0,No
15815,Air Miles,Letter,Low,1,No,Low,3,1,5,Yes,1775.5,1785.0,1819.0,1584.0,1914.0,No
5929,Cash Back,Letter,High,1,No,Low,1,1,1,No,985.5,1768.0,1461.0,634.0,79.0,No
5300,Points,Letter,Medium,3,Yes,High,2,1,3,Yes,171.5,206.0,261.0,18.0,201.0,No
13197,Cash Back,Postcard,High,1,No,Low,3,1,4,No,956.75,754.0,1248.0,1363.0,462.0,No
4002,Cash Back,Letter,Medium,1,No,High,2,1,3,Yes,946.25,1656.0,1211.0,519.0,399.0,No
6598,Air Miles,Postcard,Medium,1,No,Medium,4,1,6,Yes,803.75,893.0,713.0,876.0,733.0,No
12176,Cash Back,Letter,Medium,1,Yes,High,1,2,4,No,279.0,156.0,431.0,325.0,204.0,No
9641,Points,Postcard,High,1,No,Medium,2,1,3,No,1111.25,462.0,1683.0,1141.0,1159.0,No
17828,Points,Letter,High,1,Yes,Low,1,1,4,Yes,813.5,258.0,551.0,903.0,1542.0,No
14517,Points,Letter,High,1,No,Medium,2,1,6,No,789.75,866.0,880.0,865.0,548.0,No
1371,Air Miles,Postcard,High,1,No,High,3,1,3,No,922.5,1777.0,1137.0,630.0,146.0,No
8802,Cash Back,Letter,Low,1,No,Low,1,2,3,No,961.25,992.0,922.0,986.0,945.0,No
6434,Air Miles,Postcard,Low,2,No,Low,2,2,4,Yes,1109.0,2169.0,1232.0,969.0,66.0,No
15119,Air Miles,Postcard,High,1,No,Low,1,1,3,Yes,668.0,785.0,572.0,689.0,626.0,No
14552,Cash Back,Letter,Medium,1,No,Medium,2,1,5,Yes,709.0,663.0,540.0,859.0,774.0,No
2259,Air Miles,Letter,Low,1,Yes,High,2,2,3,Yes,1260.5,1903.0,1134.0,1201.0,804.0,No
15257,Air Miles,Letter,Medium,1,No,High,2,1,4,Yes,209.75,54.0,40.0,461.0,284.0,No
4303,Air Miles,Letter,Medium,2,No,High,2,1,3,Yes,1048.5,2149.0,989.0,852.0,204.0,No
16644,Cash Back,Letter,Low,1,No,High,2,1,2,Yes,863.0,940.0,943.0,695.0,874.0,No
9607,Points,Postcard,Medium,1,No,Medium,1,1,3,No,668.75,806.0,551.0,500.0,818.0,No
3535,Air Miles,Postcard,Medium,1,Yes,Medium,4,3,4,Yes,1269.0,759.0,1499.0,1443.0,1375.0,No
1522,Air Miles,Postcard,Medium,1,No,Medium,3,2,1,Yes,1260.0,730.0,603.0,1829.0,1878.0,No
5406,Cash Back,Letter,Low,1,No,Medium,2,1,5,Yes,830.25,939.0,916.0,865.0,601.0,No
5585,Air Miles,Postcard,Medium,2,No,Medium,3,2,5,Yes,1126.5,377.0,1293.0,1480.0,1356.0,No
9940,Cash Back,Letter,Low,1,No,Low,1,1,3,Yes,992.5,603.0,544.0,1339.0,1484.0,No
8825,Points,Letter,Medium,1,No,Medium,2,1,4,No,910.25,1611.0,1163.0,590.0,277.0,No
8696,Points,Postcard,Low,1,No,High,2,1,3,Yes,1797.75,1932.0,1608.0,1782.0,1869.0,No
12213,Points,Letter,High,1,No,High,1,1,3,Yes,910.75,754.0,1146.0,1211.0,532.0,No
677,Points,Postcard,Medium,1,No,Medium,2,1,1,No,892.75,920.0,946.0,863.0,842.0,No
